,progrnumber,stoppointid,lineid,routeid
1308,52,349,39A,39A_43
1309,53,404,39A,39A_43
1310,54,747,39A,39A_43
1311,55,748,39A,39A_43
1312,56,749,39A,39A_43
1313,57,750,39A,39A_43
1314,58,751,39A,39A_43
1315,59,752,39A,39A_43
1316,60,753,39A,39A_43
1317,61,754,39A,39A_43
1318,62,755,39A,39A_43
1319,63,756,39A,39A_43
1320,64,757,39A,39A_43
1321,65,758,39A,39A_43
1322,66,759,39A,39A_43
1323,67,760,39A,39A_43
1324,68,761,39A,39A_43
1325,69,762,39A,39A_43
1326,70,763,39A,39A_43
1327,71,767,39A,39A_43
8448,1,7333,39X,39X_1
8449,2,783,39X,39X_1
8450,3,785,39X,39X_1
8451,4,786,39X,39X_1
8452,5,793,39X,39X_1
8453,6,7586,39X,39X_1
8454,7,7587,39X,39X_1
8455,8,328,39X,39X_1
8456,9,1443,39X,39X_1
8457,10,1647,39X,39X_1
8458,11,1649,39X,39X_1
8459,12,1911,39X,39X_1
8460,13,1805,39X,39X_1
8461,14,1662,39X,39X_1
8462,15,1666,39X,39X_1
8463,16,1808,39X,39X_1
8464,17,7475,39X,39X_1
8465,18,6107,39X,39X_1
8466,19,6109,39X,39X_1
8467,20,6110,39X,39X_1
8468,21,7029,39X,39X_1
8469,22,7038,39X,39X_1
8470,23,7011,39X,39X_1
8471,24,7160,39X,39X_1
8472,25,7047,39X,39X_1
8473,26,7161,39X,39X_1
8474,27,7162,39X,39X_1
8422,1,7158,39X,39X_2
8423,2,7048,39X,39X_2
8424,3,7159,39X,39X_2
8425,4,7017,39X,39X_2
8426,5,7018,39X,39X_2
8427,6,7030,39X,39X_2
8428,7,6111,39X,39X_2
8429,8,6112,39X,39X_2
8430,9,6113,39X,39X_2
8431,10,4323,39X,39X_2
8432,11,1845,39X,39X_2
8433,12,1696,39X,39X_2
8434,13,1700,39X,39X_2
8435,14,1906,39X,39X_2
8436,15,1909,39X,39X_2
8437,16,1713,39X,39X_2
8438,17,1715,39X,39X_2
8439,18,1478,39X,39X_2
8440,19,315,39X,39X_2
8441,20,335,39X,39X_2
8442,21,404,39X,39X_2
8443,22,748,39X,39X_2
8444,23,749,39X,39X_2
8445,24,751,39X,39X_2
8446,25,752,39X,39X_2
8447,26,7339,39X,39X_2
5107,1,324,4,4_10
5108,2,327,4,4_10
13916,2,7478,4,4_10
5109,3,7113,4,4_10
13339,3,7479,4,4_10
5110,4,127,4,4_10
13287,4,7480,4,4_10
5111,5,112,4,4_10
5112,6,113,4,4_10
13231,6,327,4,4_10
5113,7,114,4,4_10
13232,7,7113,4,4_10
5114,8,115,4,4_10
13233,8,127,4,4_10
5115,9,37,4,4_10
13234,9,112,4,4_10
5116,10,38,4,4_10
13235,10,113,4,4_10
5117,11,39,4,4_10
13236,11,114,4,4_10
5118,12,40,4,4_10
13237,12,115,4,4_10
5119,13,146,4,4_10
13238,13,37,4,4_10
5120,14,147,4,4_10
13239,14,38,4,4_10
5121,15,184,4,4_10
13240,15,39,4,4_10
5122,16,185,4,4_10
13241,16,40,4,4_10
5123,17,186,4,4_10
13242,17,146,4,4_10
5124,18,187,4,4_10
13243,18,147,4,4_10
5125,19,188,4,4_10
13244,19,184,4,4_10
5126,20,189,4,4_10
13245,20,185,4,4_10
5127,21,190,4,4_10
13246,21,186,4,4_10
5128,22,191,4,4_10
13247,22,187,4,4_10
5129,23,819,4,4_10
13248,23,188,4,4_10
5130,24,7457,4,4_10
13249,24,189,4,4_10
5131,25,4725,4,4_10
13250,25,190,4,4_10
5132,26,273,4,4_10
13251,26,191,4,4_10
5133,27,405,4,4_10
13252,27,819,4,4_10
5134,28,408,4,4_10
13253,28,7457,4,4_10
5135,29,409,4,4_10
13254,29,4725,4,4_10
5136,30,410,4,4_10
13255,30,273,4,4_10
5137,31,411,4,4_10
13256,31,405,4,4_10
5138,32,412,4,4_10
13257,32,408,4,4_10
5139,33,413,4,4_10
13258,33,409,4,4_10
5140,34,414,4,4_10
13259,34,410,4,4_10
5141,35,415,4,4_10
13260,35,411,4,4_10
5142,36,416,4,4_10
13261,36,412,4,4_10
5143,37,417,4,4_10
13262,37,413,4,4_10
5144,38,418,4,4_10
13263,38,414,4,4_10
5145,39,419,4,4_10
13264,39,415,4,4_10
5146,40,420,4,4_10
13265,40,416,4,4_10
5147,41,421,4,4_10
13266,41,417,4,4_10
5148,42,422,4,4_10
13267,42,418,4,4_10
5149,43,423,4,4_10
13268,43,419,4,4_10
5150,44,424,4,4_10
13269,44,420,4,4_10
5151,45,425,4,4_10
13270,45,421,4,4_10
5152,46,426,4,4_10
13271,46,422,4,4_10
5153,47,427,4,4_10
13272,47,423,4,4_10
5154,48,428,4,4_10
13273,48,424,4,4_10
5155,49,429,4,4_10
13274,49,425,4,4_10
5156,50,6334,4,4_10
13275,50,426,4,4_10
5157,51,7660,4,4_10
13276,51,427,4,4_10
5158,52,3114,4,4_10
13277,52,428,4,4_10
5159,53,3115,4,4_10
13278,53,429,4,4_10
5160,54,3116,4,4_10
13279,54,6334,4,4_10
5161,55,6085,4,4_10
13280,55,7660,4,4_10
5162,56,2026,4,4_10
13281,56,3114,4,4_10
5163,57,7226,4,4_10
13282,57,3115,4,4_10
13283,58,3116,4,4_10
13284,59,6085,4,4_10
13285,60,2026,4,4_10
13286,61,7226,4,4_10
5046,1,7330,4,4_12
5047,2,2051,4,4_12
5048,3,6086,4,4_12
5049,4,3161,4,4_12
5050,5,3162,4,4_12
5051,6,3163,4,4_12
5052,7,3164,4,4_12
5053,8,3084,4,4_12
5054,9,469,4,4_12
5055,10,470,4,4_12
5056,11,471,4,4_12
5057,12,472,4,4_12
5058,13,473,4,4_12
5059,14,4705,4,4_12
5060,15,475,4,4_12
5061,16,476,4,4_12
5062,17,477,4,4_12
5063,18,478,4,4_12
5064,19,479,4,4_12
5065,20,480,4,4_12
5066,21,481,4,4_12
5067,22,482,4,4_12
5068,23,483,4,4_12
5069,24,485,4,4_12
5070,25,487,4,4_12
5071,26,488,4,4_12
5072,27,489,4,4_12
5073,28,490,4,4_12
5074,29,491,4,4_12
5075,30,492,4,4_12
5076,31,493,4,4_12
5077,32,494,4,4_12
5078,33,495,4,4_12
5079,34,400,4,4_12
5080,35,281,4,4_12
5081,36,6,4,4_12
5082,37,194,4,4_12
5083,38,195,4,4_12
5084,39,196,4,4_12
5085,40,197,4,4_12
5086,41,198,4,4_12
5087,42,199,4,4_12
5088,43,200,4,4_12
5089,44,201,4,4_12
5090,45,148,4,4_12
5091,46,149,4,4_12
5092,47,150,4,4_12
5093,48,27,4,4_12
5094,49,28,4,4_12
5095,50,29,4,4_12
5096,51,4680,4,4_12
5097,52,90,4,4_12
5098,53,91,4,4_12
5099,54,92,4,4_12
5100,55,93,4,4_12
5101,56,94,4,4_12
5102,57,126,4,4_12
5103,58,6182,4,4_12
5104,59,322,4,4_12
5105,60,323,4,4_12
5106,61,332,4,4_12
1093,1,7132,40,40_27
1094,2,1558,40,40_27
1095,3,2957,40,40_27
1096,4,2958,40,40_27
1097,5,4938,40,40_27
1098,6,1549,40,40_27
1099,7,1523,40,40_27
1100,8,1524,40,40_27
1101,9,1525,40,40_27
1102,10,1526,40,40_27
1103,11,6080,40,40_27
1104,12,1585,40,40_27
1105,13,1586,40,40_27
1106,14,1587,40,40_27
1107,15,4539,40,40_27
1108,16,1606,40,40_27
1109,17,1607,40,40_27
1110,18,1608,40,40_27
1111,19,1609,40,40_27
1112,20,1610,40,40_27
1113,21,7471,40,40_27
1114,22,1533,40,40_27
1115,23,1534,40,40_27
1116,24,1535,40,40_27
1117,25,1536,40,40_27
1118,26,1537,40,40_27
1119,27,186,40,40_27
1120,28,838,40,40_27
1121,29,839,40,40_27
1122,30,840,40,40_27
1123,31,841,40,40_27
1124,32,49,40,40_27
1125,33,51,40,40_27
1126,34,52,40,40_27
1127,35,261,40,40_27
1128,36,270,40,40_27
1129,37,335,40,40_27
1130,38,4521,40,40_27
1131,39,1935,40,40_27
1132,40,1937,40,40_27
1133,41,1938,40,40_27
1134,42,1939,40,40_27
1135,43,1940,40,40_27
1136,44,1941,40,40_27
1137,45,1942,40,40_27
1138,46,1943,40,40_27
1139,47,1944,40,40_27
1140,48,1945,40,40_27
1141,49,1946,40,40_27
1142,50,1947,40,40_27
1143,51,2642,40,40_27
1144,52,2643,40,40_27
1145,53,2644,40,40_27
1146,54,2709,40,40_27
1147,55,2710,40,40_27
1148,56,2711,40,40_27
1149,57,2712,40,40_27
1150,58,2655,40,40_27
1151,59,2656,40,40_27
1152,60,2668,40,40_27
1153,61,2672,40,40_27
1154,62,2673,40,40_27
1155,63,2206,40,40_27
1156,64,4798,40,40_27
1157,65,2674,40,40_27
1158,66,2675,40,40_27
1159,67,2124,40,40_27
1160,68,2125,40,40_27
1161,69,2126,40,40_27
1162,70,2127,40,40_27
1163,71,2128,40,40_27
1164,72,2129,40,40_27
1165,73,4797,40,40_27
1166,74,7473,40,40_27
1167,75,2681,40,40_27
1168,76,4691,40,40_27
1169,77,2682,40,40_27
1170,78,4796,40,40_27
1658,79,4690,40,40_27
1171,80,4411,40,40_27
1172,81,4715,40,40_27
1173,1,4795,40,40_31
1174,2,4688,40,40_31
1175,3,4689,40,40_31
1176,4,4410,40,40_31
1177,5,2678,40,40_31
1178,6,2679,40,40_31
1179,7,2680,40,40_31
1180,8,2676,40,40_31
1181,9,2118,40,40_31
1182,10,2119,40,40_31
1183,11,2120,40,40_31
1184,12,2121,40,40_31
1185,13,2123,40,40_31
1186,14,2685,40,40_31
1187,15,2686,40,40_31
1188,16,7510,40,40_31
1189,17,4799,40,40_31
1190,18,2205,40,40_31
1191,19,2687,40,40_31
1192,20,2688,40,40_31
1193,21,2689,40,40_31
1194,22,2696,40,40_31
1195,23,2697,40,40_31
1196,24,2713,40,40_31
1197,25,2714,40,40_31
1198,26,2715,40,40_31
1199,27,2716,40,40_31
1200,28,2718,40,40_31
1201,29,2719,40,40_31
1202,30,1989,40,40_31
1203,31,1990,40,40_31
1204,32,1992,40,40_31
1205,33,1993,40,40_31
1206,34,1994,40,40_31
1207,35,1995,40,40_31
1208,36,1996,40,40_31
1209,37,1997,40,40_31
1210,38,1998,40,40_31
1211,39,1999,40,40_31
1212,40,2001,40,40_31
1213,41,2002,40,40_31
1214,42,1358,40,40_31
1215,43,319,40,40_31
1216,44,279,40,40_31
1217,45,7,40,40_31
1218,46,11,40,40_31
1219,47,14,40,40_31
1220,48,15,40,40_31
1221,49,834,40,40_31
1222,50,835,40,40_31
1223,51,836,40,40_31
1224,52,837,40,40_31
1225,53,1506,40,40_31
1226,54,1507,40,40_31
1227,55,1508,40,40_31
1228,56,1509,40,40_31
1229,57,1510,40,40_31
1230,58,1511,40,40_31
1231,59,1592,40,40_31
1232,60,1593,40,40_31
1233,61,1594,40,40_31
1234,62,1595,40,40_31
1235,63,1596,40,40_31
1236,64,4363,40,40_31
1237,65,1598,40,40_31
1238,66,1597,40,40_31
1239,67,1599,40,40_31
1240,68,1573,40,40_31
1241,69,1574,40,40_31
1242,70,1575,40,40_31
1243,71,4583,40,40_31
1244,72,1518,40,40_31
1245,73,1519,40,40_31
1246,74,1520,40,40_31
1247,75,7661,40,40_31
1248,76,1521,40,40_31
1249,77,4546,40,40_31
1250,78,1559,40,40_31
1251,79,987,40,40_31
1252,80,4937,40,40_31
1253,81,1547,40,40_31
1254,82,1548,40,40_31
1255,83,1280,40,40_31
1256,84,6348,40,40_31
3156,1,6004,40B,40B_63
3157,2,7,40B,40B_63
3158,3,11,40B,40B_63
3159,4,14,40B,40B_63
3160,5,15,40B,40B_63
3161,6,834,40B,40B_63
3162,7,835,40B,40B_63
3163,8,836,40B,40B_63
3164,9,837,40B,40B_63
3165,10,1506,40B,40B_63
3166,11,1507,40B,40B_63
3167,12,1508,40B,40B_63
3168,13,1509,40B,40B_63
3169,14,1510,40B,40B_63
3170,15,1511,40B,40B_63
3171,16,1512,40B,40B_63
3172,17,1538,40B,40B_63
3173,18,4548,40B,40B_63
3174,19,980,40B,40B_63
3175,20,981,40B,40B_63
3176,21,1518,40B,40B_63
3177,22,1519,40B,40B_63
3178,23,1520,40B,40B_63
3179,24,7661,40B,40B_63
3180,25,1521,40B,40B_63
3181,26,4546,40B,40B_63
3182,27,1559,40B,40B_63
3183,28,1560,40B,40B_63
3184,29,1280,40B,40B_63
3185,30,6348,40B,40B_63
3186,31,1182,40B,40B_63
3187,32,1550,40B,40B_63
3188,33,1551,40B,40B_63
3189,34,1552,40B,40B_63
3190,35,1553,40B,40B_63
3191,36,7023,40B,40B_63
3192,37,7014,40B,40B_63
3193,38,4315,40B,40B_63
3194,39,4316,40B,40B_63
3195,1,4316,40B,40B_65
3196,2,4317,40B,40B_65
3197,3,7013,40B,40B_65
3198,4,6162,40B,40B_65
3199,5,7022,40B,40B_65
3200,6,1554,40B,40B_65
3201,7,1555,40B,40B_65
3202,8,1556,40B,40B_65
3203,9,1557,40B,40B_65
3204,10,1181,40B,40B_65
3205,11,7350,40B,40B_65
3206,12,1558,40B,40B_65
3207,13,1549,40B,40B_65
3208,14,1523,40B,40B_65
3209,15,1524,40B,40B_65
3210,16,1525,40B,40B_65
3211,17,1526,40B,40B_65
3212,18,6080,40B,40B_65
3213,19,983,40B,40B_65
3214,20,984,40B,40B_65
3215,21,985,40B,40B_65
3216,22,1529,40B,40B_65
3217,23,4542,40B,40B_65
3218,24,1531,40B,40B_65
3219,25,1532,40B,40B_65
3220,26,1533,40B,40B_65
3221,27,1534,40B,40B_65
3222,28,1535,40B,40B_65
3223,29,1536,40B,40B_65
3224,30,1537,40B,40B_65
3225,31,186,40B,40B_65
3226,32,838,40B,40B_65
3227,33,839,40B,40B_65
3228,34,840,40B,40B_65
3229,35,841,40B,40B_65
3230,36,49,40B,40B_65
3231,37,51,40B,40B_65
3232,38,52,40B,40B_65
3233,39,4725,40B,40B_65
3234,40,6071,40B,40B_65
3235,1,6004,40D,40D_101
3236,2,7,40D,40D_101
3237,3,11,40D,40D_101
3238,4,14,40D,40D_101
3239,5,15,40D,40D_101
3240,6,834,40D,40D_101
3241,7,835,40D,40D_101
3242,8,836,40D,40D_101
3243,9,837,40D,40D_101
3244,10,1506,40D,40D_101
3245,11,1507,40D,40D_101
3246,12,1508,40D,40D_101
3247,13,1509,40D,40D_101
3248,14,1510,40D,40D_101
3249,15,1511,40D,40D_101
3250,16,1512,40D,40D_101
3251,17,1538,40D,40D_101
3252,18,4548,40D,40D_101
3253,19,1514,40D,40D_101
3254,20,980,40D,40D_101
3255,21,981,40D,40D_101
3256,22,1576,40D,40D_101
3257,23,1577,40D,40D_101
3258,24,1578,40D,40D_101
3259,25,4364,40D,40D_101
3260,26,1579,40D,40D_101
3261,27,1580,40D,40D_101
3262,28,7237,40D,40D_101
3263,29,7241,40D,40D_101
3264,30,7247,40D,40D_101
3265,31,7243,40D,40D_101
3266,32,7126,40D,40D_101
3267,33,7124,40D,40D_101
3268,34,7343,40D,40D_101
3269,35,7318,40D,40D_101
3270,36,4978,40D,40D_101
3271,37,4979,40D,40D_101
3272,38,4986,40D,40D_101
3273,39,7107,40D,40D_101
3274,40,7102,40D,40D_101
3275,41,7103,40D,40D_101
3276,42,7104,40D,40D_101
3277,43,7105,40D,40D_101
3278,44,7106,40D,40D_101
3279,45,6005,40D,40D_101
3280,46,7072,40D,40D_101
3281,1,7073,40D,40D_103
3282,2,7097,40D,40D_103
3283,3,7098,40D,40D_103
3284,4,7099,40D,40D_103
3285,5,7100,40D,40D_103
3286,6,7101,40D,40D_103
3287,7,7505,40D,40D_103
3288,8,5071,40D,40D_103
3289,9,5072,40D,40D_103
3290,10,4321,40D,40D_103
3291,11,7342,40D,40D_103
3292,12,7125,40D,40D_103
3293,13,7344,40D,40D_103
3294,14,2510,40D,40D_103
3295,15,7242,40D,40D_103
3296,16,7238,40D,40D_103
3297,17,7224,40D,40D_103
3298,18,1581,40D,40D_103
3299,19,1582,40D,40D_103
3300,20,4793,40D,40D_103
3301,21,6068,40D,40D_103
3302,22,1584,40D,40D_103
3303,23,983,40D,40D_103
3304,24,984,40D,40D_103
3305,25,985,40D,40D_103
3306,26,1529,40D,40D_103
3307,27,4542,40D,40D_103
3308,28,1531,40D,40D_103
3309,29,1532,40D,40D_103
3310,30,1533,40D,40D_103
3311,31,1534,40D,40D_103
3312,32,1535,40D,40D_103
3313,33,1536,40D,40D_103
3314,34,1537,40D,40D_103
3315,35,186,40D,40D_103
3316,36,838,40D,40D_103
3317,37,839,40D,40D_103
3318,38,840,40D,40D_103
3319,39,841,40D,40D_103
3320,40,49,40D,40D_103
3321,41,51,40D,40D_103
3322,42,52,40D,40D_103
3324,43,4725,40D,40D_103
3323,44,6071,40D,40D_103
13399,1,7672,40E,40E_90
13400,2,826,40E,40E_90
13401,3,827,40E,40E_90
13402,4,71,40E,40E_90
13403,5,72,40E,40E_90
13404,6,5144,40E,40E_90
13909,7,7009,40E,40E_90
13405,8,1604,40E,40E_90
13406,9,1573,40E,40E_90
13407,10,1574,40E,40E_90
13408,11,1575,40E,40E_90
13409,12,4583,40E,40E_90
13410,13,1576,40E,40E_90
13411,14,1577,40E,40E_90
13412,15,1578,40E,40E_90
13413,16,4364,40E,40E_90
13414,17,1579,40E,40E_90
13415,18,7673,40E,40E_90
13416,19,7674,40E,40E_90
13417,20,7675,40E,40E_90
13418,21,7676,40E,40E_90
13419,22,7677,40E,40E_90
13420,23,7560,40E,40E_90
13426,25,7107,40E,40E_90
13427,26,7102,40E,40E_90
13428,27,7103,40E,40E_90
13421,28,7104,40E,40E_90
13422,29,7105,40E,40E_90
13423,30,7106,40E,40E_90
13424,31,6005,40E,40E_90
13425,32,7072,40E,40E_90
13373,1,7073,40E,40E_91
13374,2,7097,40E,40E_91
13375,3,7098,40E,40E_91
13376,4,7099,40E,40E_91
13377,5,7100,40E,40E_91
13378,6,7101,40E,40E_91
13379,7,7505,40E,40E_91
13380,8,7678,40E,40E_91
13381,9,7559,40E,40E_91
13382,10,7679,40E,40E_91
13383,11,7680,40E,40E_91
13384,12,7681,40E,40E_91
13385,13,7682,40E,40E_91
13386,14,7683,40E,40E_91
13387,15,1582,40E,40E_91
13388,16,4793,40E,40E_91
13389,17,6068,40E,40E_91
13390,18,1584,40E,40E_91
13391,19,1585,40E,40E_91
13392,20,1586,40E,40E_91
13393,21,1600,40E,40E_91
13670,22,7010,40E,40E_91
13394,23,5147,40E,40E_91
13395,24,68,40E,40E_91
13396,25,30,40E,40E_91
13397,26,69,40E,40E_91
13398,27,7686,40E,40E_91
13288,1,288,41,41_22
13289,2,1171,41,41_22
13290,3,1172,41,41_22
13291,4,1173,41,41_22
13292,5,1174,41,41_22
13293,6,1175,41,41_22
13294,7,15,41,41_22
13295,8,17,41,41_22
13296,9,18,41,41_22
13297,10,19,41,41_22
13298,11,21,41,41_22
13299,12,7602,41,41_22
13300,13,85,41,41_22
13301,14,203,41,41_22
13302,15,204,41,41_22
13303,16,205,41,41_22
13304,17,1620,41,41_22
13305,18,220,41,41_22
13306,19,1622,41,41_22
13307,20,1623,41,41_22
13308,21,1624,41,41_22
13309,22,1625,41,41_22
13310,23,1626,41,41_22
13311,24,1627,41,41_22
13312,25,1628,41,41_22
13313,26,1629,41,41_22
13314,27,1630,41,41_22
13917,28,7685,41,41_22
13315,29,7348,41,41_22
13316,30,3669,41,41_22
13317,31,3671,41,41_22
13318,32,3672,41,41_22
13319,33,3674,41,41_22
13320,34,3675,41,41_22
13321,35,3676,41,41_22
13322,36,5073,41,41_22
13323,37,5074,41,41_22
13324,38,6054,41,41_22
13325,39,4330,41,41_22
13326,40,3679,41,41_22
13327,41,5075,41,41_22
13328,42,5076,41,41_22
13329,43,3682,41,41_22
13330,45,3864,41,41_22
13331,46,3865,41,41_22
13332,47,4910,41,41_22
13333,48,4911,41,41_22
13334,49,4912,41,41_22
13335,50,4913,41,41_22
13336,51,4914,41,41_22
13337,52,4915,41,41_22
13338,53,4957,41,41_22
13850,1,7144,41,41_25
13851,2,3881,41,41_25
13852,3,5096,41,41_25
13853,4,7145,41,41_25
13854,5,4843,41,41_25
13855,6,4905,41,41_25
13856,8,4906,41,41_25
13857,9,4907,41,41_25
13858,10,4908,41,41_25
13859,11,4909,41,41_25
13860,12,3884,41,41_25
13861,13,3686,41,41_25
13862,14,5077,41,41_25
13863,15,5078,41,41_25
13864,16,3689,41,41_25
13865,17,7594,41,41_25
13866,18,3690,41,41_25
13867,19,6117,41,41_25
13868,20,5079,41,41_25
13869,21,3694,41,41_25
13870,22,3695,41,41_25
13871,23,3696,41,41_25
13872,24,3697,41,41_25
13873,25,3698,41,41_25
13874,26,3699,41,41_25
13875,28,3885,41,41_25
13876,30,3663,41,41_25
13877,31,7347,41,41_25
13878,32,3669,41,41_25
13879,33,7349,41,41_25
13880,34,1631,41,41_25
13881,35,1632,41,41_25
13882,36,5053,41,41_25
13883,37,1633,41,41_25
13884,38,1634,41,41_25
13885,39,1635,41,41_25
13886,40,1636,41,41_25
13887,41,1637,41,41_25
13888,42,1638,41,41_25
13889,43,1639,41,41_25
13890,44,1640,41,41_25
13891,45,231,41,41_25
13892,46,1641,41,41_25
13893,47,1642,41,41_25
13894,48,213,41,41_25
13895,49,214,41,41_25
13896,50,4432,41,41_25
13897,51,119,41,41_25
13898,52,44,41,41_25
13899,53,7603,41,41_25
13900,54,45,41,41_25
13901,55,46,41,41_25
13902,56,47,41,41_25
13903,57,48,41,41_25
13904,58,49,41,41_25
13905,59,51,41,41_25
13906,60,52,41,41_25
13907,61,277,41,41_25
13908,62,288,41,41_25
10191,1,4843,41A,41A_22
10192,2,4905,41A,41A_22
10193,4,4906,41A,41A_22
10194,5,4907,41A,41A_22
10195,6,4908,41A,41A_22
10196,7,4909,41A,41A_22
10197,8,4921,41A,41A_22
10198,9,4922,41A,41A_22
10199,10,4923,41A,41A_22
10200,11,4924,41A,41A_22
10201,12,4958,41A,41A_22
10202,13,3752,41A,41A_22
10203,14,3751,41A,41A_22
10204,15,3689,41A,41A_22
10205,16,7594,41A,41A_22
10206,17,3690,41A,41A_22
10207,18,6117,41A,41A_22
10208,19,5079,41A,41A_22
10209,20,3694,41A,41A_22
10210,21,3695,41A,41A_22
10211,22,3696,41A,41A_22
10212,23,3697,41A,41A_22
10213,24,3698,41A,41A_22
10214,25,3699,41A,41A_22
10215,27,3885,41A,41A_22
10216,28,1631,41A,41A_22
10217,29,1632,41A,41A_22
10218,30,5053,41A,41A_22
10219,31,1633,41A,41A_22
10220,32,1634,41A,41A_22
10221,33,1635,41A,41A_22
10222,34,1636,41A,41A_22
10223,35,1637,41A,41A_22
10224,36,1638,41A,41A_22
10225,37,1639,41A,41A_22
10226,38,1640,41A,41A_22
10227,39,231,41A,41A_22
10228,40,1641,41A,41A_22
10229,41,1642,41A,41A_22
10230,42,213,41A,41A_22
10231,43,214,41A,41A_22
10232,44,4432,41A,41A_22
10233,45,119,41A,41A_22
10234,46,44,41A,41A_22
10235,47,7603,41A,41A_22
10236,48,45,41A,41A_22
10237,49,46,41A,41A_22
10238,50,47,41A,41A_22
10239,51,48,41A,41A_22
10240,52,49,41A,41A_22
10241,53,51,41A,41A_22
10242,54,52,41A,41A_22
10243,55,277,41A,41A_22
10244,56,288,41A,41A_22
8769,1,7144,41B,41B_53
8770,2,3881,41B,41B_53
8771,3,5096,41B,41B_53
8772,4,7145,41B,41B_53
8773,5,3884,41B,41B_53
8774,6,3686,41B,41B_53
8775,7,5077,41B,41B_53
8776,8,5078,41B,41B_53
8777,9,3689,41B,41B_53
8778,10,7594,41B,41B_53
8779,11,3690,41B,41B_53
8780,12,5079,41B,41B_53
8781,13,3694,41B,41B_53
8782,14,3695,41B,41B_53
8783,15,3696,41B,41B_53
8784,16,3697,41B,41B_53
8785,17,3698,41B,41B_53
8786,18,3699,41B,41B_53
8787,20,3885,41B,41B_53
8788,21,1631,41B,41B_53
8789,22,1632,41B,41B_53
8790,23,5053,41B,41B_53
8791,24,1633,41B,41B_53
8792,25,1634,41B,41B_53
8793,26,1635,41B,41B_53
8794,27,1636,41B,41B_53
8795,28,1637,41B,41B_53
8796,29,1638,41B,41B_53
8797,30,1639,41B,41B_53
8798,31,1640,41B,41B_53
8799,32,231,41B,41B_53
8800,33,1641,41B,41B_53
8801,34,1642,41B,41B_53
8802,35,213,41B,41B_53
8803,36,214,41B,41B_53
8804,37,4432,41B,41B_53
8805,38,119,41B,41B_53
8806,39,44,41B,41B_53
8807,40,7603,41B,41B_53
8808,41,45,41B,41B_53
8809,42,46,41B,41B_53
8810,43,47,41B,41B_53
8811,44,48,41B,41B_53
8812,45,49,41B,41B_53
8813,46,51,41B,41B_53
8814,47,52,41B,41B_53
8815,48,277,41B,41B_53
8816,49,288,41B,41B_53
13671,1,288,41B,41B_58
13672,2,1171,41B,41B_58
13673,3,1172,41B,41B_58
13674,4,1173,41B,41B_58
13675,5,1174,41B,41B_58
13676,6,1175,41B,41B_58
13677,7,15,41B,41B_58
13678,8,17,41B,41B_58
13679,9,18,41B,41B_58
13680,10,19,41B,41B_58
13681,11,21,41B,41B_58
13682,12,7602,41B,41B_58
13683,13,85,41B,41B_58
13684,14,203,41B,41B_58
13685,15,204,41B,41B_58
13686,16,205,41B,41B_58
13687,17,1620,41B,41B_58
13688,18,220,41B,41B_58
13689,19,1622,41B,41B_58
13690,20,1623,41B,41B_58
13691,21,1624,41B,41B_58
13692,22,1625,41B,41B_58
13693,23,1626,41B,41B_58
13694,24,1627,41B,41B_58
13695,25,1628,41B,41B_58
13696,26,1629,41B,41B_58
13697,27,1630,41B,41B_58
13698,28,7348,41B,41B_58
13919,29,3671,41B,41B_58
13699,30,3672,41B,41B_58
13700,31,3674,41B,41B_58
13701,32,3675,41B,41B_58
13702,33,3676,41B,41B_58
13703,34,5073,41B,41B_58
13704,35,5074,41B,41B_58
13705,36,6054,41B,41B_58
13706,37,4330,41B,41B_58
13707,38,3679,41B,41B_58
13708,39,5075,41B,41B_58
13709,40,5076,41B,41B_58
13710,41,3682,41B,41B_58
13711,43,3864,41B,41B_58
13712,44,3865,41B,41B_58
13713,45,4910,41B,41B_58
13714,46,4911,41B,41B_58
13715,47,4912,41B,41B_58
13716,48,4913,41B,41B_58
13717,49,4914,41B,41B_58
13718,50,4915,41B,41B_58
13719,51,4957,41B,41B_58
13720,52,7133,41B,41B_58
13721,53,7134,41B,41B_58
13722,54,3867,41B,41B_58
13723,55,7135,41B,41B_58
13724,56,7136,41B,41B_58
13725,57,3874,41B,41B_58
3600,1,288,41C,41C_78
3601,2,1171,41C,41C_78
3602,3,1172,41C,41C_78
3603,4,1173,41C,41C_78
3604,5,1174,41C,41C_78
3605,6,1175,41C,41C_78
3606,7,15,41C,41C_78
3607,8,17,41C,41C_78
3608,9,18,41C,41C_78
3609,10,19,41C,41C_78
3610,11,21,41C,41C_78
3611,12,7602,41C,41C_78
3612,13,85,41C,41C_78
3613,14,203,41C,41C_78
3614,15,204,41C,41C_78
3615,16,205,41C,41C_78
3616,17,1620,41C,41C_78
3617,18,220,41C,41C_78
3618,19,1622,41C,41C_78
3619,20,1623,41C,41C_78
3620,21,1624,41C,41C_78
3621,22,1625,41C,41C_78
3622,23,1626,41C,41C_78
3623,24,1627,41C,41C_78
3624,25,1628,41C,41C_78
3625,26,1629,41C,41C_78
3626,27,1630,41C,41C_78
3627,28,3670,41C,41C_78
3628,29,3671,41C,41C_78
3629,30,3672,41C,41C_78
3630,31,3674,41C,41C_78
3631,32,3675,41C,41C_78
3632,33,5030,41C,41C_78
3633,34,5031,41C,41C_78
3634,35,6033,41C,41C_78
3635,36,3089,41C,41C_78
3636,37,3090,41C,41C_78
3637,38,3706,41C,41C_78
3638,39,3707,41C,41C_78
