,progrnumber,stoppointid,lineid,routeid
3639,40,3708,41C,41C_78
3640,41,3709,41C,41C_78
3641,42,3710,41C,41C_78
3642,43,4925,41C,41C_78
3643,44,4926,41C,41C_78
3644,45,3678,41C,41C_78
3645,46,3679,41C,41C_78
3646,47,3711,41C,41C_78
3647,48,3712,41C,41C_78
3648,49,4916,41C,41C_78
3649,50,4917,41C,41C_78
3650,51,4918,41C,41C_78
3651,52,4919,41C,41C_78
3652,53,4920,41C,41C_78
3653,54,4910,41C,41C_78
3654,55,4911,41C,41C_78
3655,56,4912,41C,41C_78
3656,57,4913,41C,41C_78
3657,58,4914,41C,41C_78
3658,59,4915,41C,41C_78
3659,60,4957,41C,41C_78
3541,1,4843,41C,41C_79
3542,2,4905,41C,41C_79
12353,3,7655,41C,41C_79
3543,4,4906,41C,41C_79
3544,5,4907,41C,41C_79
3545,6,4908,41C,41C_79
3546,7,4909,41C,41C_79
3547,8,4921,41C,41C_79
3548,9,4922,41C,41C_79
3549,10,4923,41C,41C_79
3550,11,4924,41C,41C_79
3551,12,4958,41C,41C_79
3552,13,3752,41C,41C_79
3553,14,3751,41C,41C_79
3554,15,3689,41C,41C_79
3555,16,3691,41C,41C_79
3556,17,3572,41C,41C_79
3557,18,3701,41C,41C_79
3558,19,3702,41C,41C_79
3559,20,3088,41C,41C_79
3560,21,3704,41C,41C_79
3561,22,3705,41C,41C_79
3562,23,733,41C,41C_79
3563,24,6015,41C,41C_79
3564,25,5029,41C,41C_79
3565,26,5028,41C,41C_79
3566,27,3696,41C,41C_79
3567,28,3697,41C,41C_79
3568,29,3698,41C,41C_79
3569,30,3699,41C,41C_79
3570,32,3885,41C,41C_79
3571,33,1631,41C,41C_79
3572,34,1632,41C,41C_79
3573,35,5053,41C,41C_79
3574,36,1633,41C,41C_79
3575,37,1634,41C,41C_79
3576,38,1635,41C,41C_79
3577,39,1636,41C,41C_79
3578,40,1637,41C,41C_79
3579,41,1638,41C,41C_79
3580,42,1639,41C,41C_79
3581,43,1640,41C,41C_79
3582,44,231,41C,41C_79
3583,45,1641,41C,41C_79
3584,46,1642,41C,41C_79
3585,47,213,41C,41C_79
3586,48,214,41C,41C_79
3587,49,4432,41C,41C_79
3588,50,119,41C,41C_79
3589,51,44,41C,41C_79
3590,52,7603,41C,41C_79
3591,53,45,41C,41C_79
3592,54,46,41C,41C_79
3593,55,47,41C,41C_79
3594,56,48,41C,41C_79
3595,57,49,41C,41C_79
3596,58,51,41C,41C_79
3597,59,52,41C,41C_79
3598,60,277,41C,41C_79
3599,61,288,41C,41C_79
13812,1,288,41D,41D_26
13813,2,1171,41D,41D_26
13814,3,1172,41D,41D_26
13815,4,1173,41D,41D_26
13816,5,1174,41D,41D_26
13817,6,1175,41D,41D_26
13818,7,15,41D,41D_26
13819,8,17,41D,41D_26
13820,9,18,41D,41D_26
13821,10,19,41D,41D_26
13822,11,21,41D,41D_26
13823,12,7602,41D,41D_26
13824,13,85,41D,41D_26
13825,14,203,41D,41D_26
13826,15,204,41D,41D_26
13827,16,205,41D,41D_26
13828,17,1620,41D,41D_26
13829,18,220,41D,41D_26
13830,19,1622,41D,41D_26
13831,20,1623,41D,41D_26
13832,21,1624,41D,41D_26
13833,22,1625,41D,41D_26
13834,23,1626,41D,41D_26
13835,24,1627,41D,41D_26
13836,25,1628,41D,41D_26
13837,26,1629,41D,41D_26
13838,27,1630,41D,41D_26
13839,28,3670,41D,41D_26
13840,29,3671,41D,41D_26
13841,30,3672,41D,41D_26
13842,31,3674,41D,41D_26
13843,32,3675,41D,41D_26
13844,33,3676,41D,41D_26
13845,34,5073,41D,41D_26
13846,35,5074,41D,41D_26
13847,36,6054,41D,41D_26
13848,37,4330,41D,41D_26
13910,38,3679,41D,41D_26
13911,39,3711,41D,41D_26
13849,40,7189,41D,41D_26
13737,1,5044,41D,41D_27
13912,2,3751,41D,41D_27
13913,3,3689,41D,41D_27
13914,4,7594,41D,41D_27
13915,5,3690,41D,41D_27
13738,7,5079,41D,41D_27
13739,8,3694,41D,41D_27
13740,9,3695,41D,41D_27
13741,10,3696,41D,41D_27
13742,11,3697,41D,41D_27
13743,12,3698,41D,41D_27
13744,13,3699,41D,41D_27
13745,14,3885,41D,41D_27
13773,20,1632,41D,41D_27
13746,21,5053,41D,41D_27
13747,22,1633,41D,41D_27
13748,23,1634,41D,41D_27
13749,24,1635,41D,41D_27
13750,25,1636,41D,41D_27
13751,26,1637,41D,41D_27
13752,27,1638,41D,41D_27
13753,28,1639,41D,41D_27
13754,29,1640,41D,41D_27
13755,30,231,41D,41D_27
13756,31,1641,41D,41D_27
13757,32,1642,41D,41D_27
13758,33,213,41D,41D_27
13759,34,214,41D,41D_27
13760,35,4432,41D,41D_27
13761,36,119,41D,41D_27
13762,37,44,41D,41D_27
13763,38,7603,41D,41D_27
13764,39,45,41D,41D_27
13765,40,46,41D,41D_27
13766,41,47,41D,41D_27
13767,42,48,41D,41D_27
13768,43,49,41D,41D_27
13769,44,51,41D,41D_27
13770,45,52,41D,41D_27
13771,46,277,41D,41D_27
13772,47,288,41D,41D_27
7804,1,4953,41X,41X_116
7805,2,768,41X,41X_116
7806,3,769,41X,41X_116
7807,4,770,41X,41X_116
7808,5,771,41X,41X_116
7809,6,772,41X,41X_116
7810,7,773,41X,41X_116
7811,8,774,41X,41X_116
7812,9,775,41X,41X_116
7813,10,776,41X,41X_116
7814,11,777,41X,41X_116
7815,12,906,41X,41X_116
7816,13,909,41X,41X_116
7817,14,786,41X,41X_116
7818,15,790,41X,41X_116
7819,16,7576,41X,41X_116
11767,17,4529,41X,41X_116
7820,18,7585,41X,41X_116
7821,19,7587,41X,41X_116
7822,20,345,41X,41X_116
7823,21,297,41X,41X_116
7824,22,407,41X,41X_116
7825,23,2498,41X,41X_116
7826,24,2499,41X,41X_116
7827,25,2500,41X,41X_116
7828,26,2501,41X,41X_116
7829,27,7623,41X,41X_116
11722,29,5030,41X,41X_116
7830,30,5031,41X,41X_116
7831,31,6033,41X,41X_116
7832,32,3089,41X,41X_116
7833,33,3090,41X,41X_116
7834,34,3706,41X,41X_116
7835,35,3707,41X,41X_116
7836,36,3708,41X,41X_116
7837,37,3709,41X,41X_116
7838,38,3710,41X,41X_116
7839,39,4925,41X,41X_116
7840,40,3679,41X,41X_116
7841,41,5075,41X,41X_116
7842,42,5076,41X,41X_116
7843,43,3682,41X,41X_116
7844,44,3864,41X,41X_116
7845,45,3865,41X,41X_116
7846,46,4910,41X,41X_116
7847,47,4911,41X,41X_116
7848,48,4912,41X,41X_116
7849,49,4913,41X,41X_116
7850,50,4914,41X,41X_116
7851,51,4915,41X,41X_116
7852,52,4957,41X,41X_116
5853,1,7654,41X,41X_120
5854,2,4843,41X,41X_120
5855,3,4905,41X,41X_120
5856,5,4906,41X,41X_120
5857,6,4907,41X,41X_120
5858,7,4908,41X,41X_120
5859,8,4909,41X,41X_120
5860,9,4921,41X,41X_120
5861,10,4922,41X,41X_120
5862,11,4923,41X,41X_120
5863,12,4924,41X,41X_120
5864,13,4958,41X,41X_120
5865,14,3752,41X,41X_120
5866,15,3751,41X,41X_120
5867,16,7114,41X,41X_120
5868,17,7116,41X,41X_120
5869,18,3694,41X,41X_120
5870,19,3695,41X,41X_120
5871,20,7115,41X,41X_120
5872,21,6310,41X,41X_120
5873,22,6311,41X,41X_120
5874,27,333,41X,41X_120
5875,28,403,41X,41X_120
5876,29,747,41X,41X_120
5877,30,842,41X,41X_120
5878,31,845,41X,41X_120
5879,32,846,41X,41X_120
5880,33,847,41X,41X_120
5881,34,848,41X,41X_120
5882,35,2795,41X,41X_120
5883,36,756,41X,41X_120
5884,37,757,41X,41X_120
5885,38,758,41X,41X_120
5886,39,759,41X,41X_120
5887,40,760,41X,41X_120
5888,41,762,41X,41X_120
5889,42,763,41X,41X_120
5890,43,4953,41X,41X_120
4390,1,1184,42,42_42
4391,2,7490,42,42_42
4392,3,497,42,42_42
4393,4,515,42,42_42
4394,5,516,42,42_42
4395,6,4384,42,42_42
4396,7,519,42,42_42
4397,8,521,42,42_42
4398,9,522,42,42_42
4399,10,7659,42,42_42
4400,11,523,42,42_42
4401,12,669,42,42_42
4402,13,670,42,42_42
4403,14,671,42,42_42
4404,15,672,42,42_42
4405,16,4382,42,42_42
4406,17,1196,42,42_42
4407,18,1197,42,42_42
4408,19,1198,42,42_42
4409,20,1199,42,42_42
4410,21,1200,42,42_42
4411,22,4385,42,42_42
4412,23,1201,42,42_42
4413,24,1202,42,42_42
4414,25,1203,42,42_42
4415,26,6115,42,42_42
4416,27,4849,42,42_42
4417,28,1205,42,42_42
4418,29,1206,42,42_42
4419,30,1207,42,42_42
4420,31,1208,42,42_42
4421,32,1209,42,42_42
4422,33,1210,42,42_42
4423,34,1211,42,42_42
4424,35,3575,42,42_42
4425,36,3576,42,42_42
4426,37,3577,42,42_42
4427,38,3578,42,42_42
4428,39,3579,42,42_42
4429,40,3580,42,42_42
4430,41,3640,42,42_42
4431,42,3574,42,42_42
4432,43,3641,42,42_42
4433,44,3642,42,42_42
4434,45,3643,42,42_42
4435,46,3583,42,42_42
4436,47,3584,42,42_42
4437,48,3585,42,42_42
4438,49,3625,42,42_42
4439,50,3626,42,42_42
4440,51,3627,42,42_42
4441,52,3628,42,42_42
4442,53,6052,42,42_42
4443,54,3613,42,42_42
4444,55,3615,42,42_42
4445,56,3616,42,42_42
4331,1,3605,42,42_44
4332,2,3606,42,42_44
4333,3,3607,42,42_44
4334,4,6051,42,42_44
4335,5,6053,42,42_44
4336,6,7327,42,42_44
4337,7,3629,42,42_44
4338,8,3630,42,42_44
4339,9,3631,42,42_44
4340,10,3632,42,42_44
4341,11,3633,42,42_44
4342,12,3634,42,42_44
4343,13,3635,42,42_44
4344,14,3636,42,42_44
11768,15,7537,42,42_44
4345,16,905,42,42_44
12349,17,7538,42,42_44
11711,18,7539,42,42_44
11987,19,7540,42,42_44
12411,20,7541,42,42_44
12988,21,7542,42,42_44
4346,22,4331,42,42_44
4347,23,4339,42,42_44
4348,24,7616,42,42_44
4349,25,5081,42,42_44
4350,26,5082,42,42_44
4351,27,3639,42,42_44
4352,28,3644,42,42_44
4353,29,3645,42,42_44
4354,30,3646,42,42_44
4355,31,3647,42,42_44
4356,32,3661,42,42_44
4357,33,3573,42,42_44
4358,34,3662,42,42_44
4359,35,1212,42,42_44
4360,36,1213,42,42_44
4361,37,1214,42,42_44
4362,38,1215,42,42_44
4363,39,1216,42,42_44
4364,40,1217,42,42_44
4365,41,4563,42,42_44
4366,42,1218,42,42_44
4367,43,1270,42,42_44
4368,44,1272,42,42_44
4369,45,1273,42,42_44
4370,46,1274,42,42_44
4371,47,1275,42,42_44
4372,48,1276,42,42_44
4373,49,1277,42,42_44
4374,50,1219,42,42_44
4375,51,1220,42,42_44
4376,52,1221,42,42_44
4377,53,664,42,42_44
4378,54,665,42,42_44
4379,55,666,42,42_44
4380,56,667,42,42_44
4381,57,668,42,42_44
4382,58,614,42,42_44
4383,59,615,42,42_44
4384,60,616,42,42_44
4385,61,617,42,42_44
4386,62,618,42,42_44
4387,63,619,42,42_44
4388,64,675,42,42_44
4389,65,1184,42,42_44
11587,1,7571,42D,42D_50
11588,2,92,42D,42D_50
11589,3,93,42D,42D_50
11590,4,94,42D,42D_50
11591,5,126,42D,42D_50
11592,6,6182,42D,42D_50
11593,7,322,42D,42D_50
11594,8,6312,42D,42D_50
11595,9,7197,42D,42D_50
11596,10,7195,42D,42D_50
11597,11,3653,42D,42D_50
11598,12,6055,42D,42D_50
11599,13,1073,42D,42D_50
11600,14,3641,42D,42D_50
11601,15,3642,42D,42D_50
11602,16,3643,42D,42D_50
11603,17,3583,42D,42D_50
11604,18,3584,42D,42D_50
11605,19,3585,42D,42D_50
11606,20,3625,42D,42D_50
11607,21,3626,42D,42D_50
11608,22,3627,42D,42D_50
11609,23,3628,42D,42D_50
11610,24,6052,42D,42D_50
11611,25,3613,42D,42D_50
11612,26,3615,42D,42D_50
11613,27,3594,42D,42D_50
11614,28,3595,42D,42D_50
11615,29,3596,42D,42D_50
11616,30,3597,42D,42D_50
11617,31,3598,42D,42D_50
11618,32,4465,42D,42D_50
11556,1,943,42D,42D_51
11557,2,3599,42D,42D_51
11558,3,3600,42D,42D_51
11559,4,3601,42D,42D_51
11560,5,3602,42D,42D_51
11561,6,3604,42D,42D_51
11562,7,3607,42D,42D_51
11563,8,6051,42D,42D_51
11564,9,6053,42D,42D_51
11565,10,7327,42D,42D_51
11566,11,3629,42D,42D_51
11567,12,3630,42D,42D_51
11568,13,3631,42D,42D_51
11569,14,3632,42D,42D_51
11570,15,3633,42D,42D_51
11571,16,3634,42D,42D_51
11572,17,3635,42D,42D_51
11573,18,3636,42D,42D_51
11574,19,905,42D,42D_51
11575,20,4331,42D,42D_51
11576,21,4339,42D,42D_51
11577,22,6010,42D,42D_51
13726,22,7692,42D,42D_51
11578,23,3656,42D,42D_51
13727,23,6010,42D,42D_51
11579,24,7194,42D,42D_51
13728,24,3656,42D,42D_51
11580,25,6310,42D,42D_51
13729,25,7194,42D,42D_51
11581,26,6311,42D,42D_51
13730,26,6310,42D,42D_51
11582,27,112,42D,42D_51
13731,27,6311,42D,42D_51
11583,28,113,42D,42D_51
13732,28,112,42D,42D_51
11584,29,114,42D,42D_51
13733,29,113,42D,42D_51
11585,30,1646,42D,42D_51
13734,30,114,42D,42D_51
11586,31,7571,42D,42D_51
13735,31,1646,42D,42D_51
13736,32,7571,42D,42D_51
574,1,1184,43,43_84
575,2,7490,43,43_84
576,3,497,43,43_84
577,4,515,43,43_84
578,5,516,43,43_84
579,6,4384,43,43_84
580,7,519,43,43_84
581,8,521,43,43_84
582,9,522,43,43_84
583,10,7659,43,43_84
584,11,523,43,43_84
585,12,669,43,43_84
586,13,670,43,43_84
587,14,671,43,43_84
588,15,672,43,43_84
589,16,4382,43,43_84
590,17,1196,43,43_84
591,18,1197,43,43_84
592,19,1198,43,43_84
593,20,1199,43,43_84
594,21,1200,43,43_84
595,22,4385,43,43_84
596,23,1201,43,43_84
597,24,1202,43,43_84
598,25,1203,43,43_84
599,26,6115,43,43_84
600,27,4849,43,43_84
601,28,1205,43,43_84
602,29,1206,43,43_84
603,30,1207,43,43_84
604,31,1208,43,43_84
605,32,1209,43,43_84
606,33,1210,43,43_84
607,34,3575,43,43_84
608,35,3576,43,43_84
609,36,3648,43,43_84
610,37,3649,43,43_84
611,38,3650,43,43_84
612,39,7328,43,43_84
613,40,3651,43,43_84
614,41,3652,43,43_84
615,42,3653,43,43_84
616,43,3654,43,43_84
617,44,5084,43,43_84
618,45,6054,43,43_84
619,46,4330,43,43_84
620,47,3679,43,43_84
621,48,3711,43,43_84
622,49,3712,43,43_84
623,50,6359,43,43_84
624,51,7189,43,43_84
625,1,5044,43,43_88
626,2,4433,43,43_88
627,3,3752,43,43_88
628,4,3751,43,43_88
629,5,3689,43,43_88
630,6,7594,43,43_88
631,7,3690,43,43_88
632,8,6117,43,43_88
633,9,3655,43,43_88
634,10,5086,43,43_88
635,11,3656,43,43_88
636,12,3657,43,43_88
637,13,3658,43,43_88
638,14,7329,43,43_88
639,15,3659,43,43_88
640,16,3660,43,43_88
641,17,3647,43,43_88
642,18,3661,43,43_88
643,19,3573,43,43_88
644,20,3662,43,43_88
645,21,1212,43,43_88
646,22,1213,43,43_88
647,23,1214,43,43_88
648,24,1215,43,43_88
649,25,1216,43,43_88
650,26,1217,43,43_88
651,27,4563,43,43_88
652,28,1218,43,43_88
653,29,1270,43,43_88
654,30,1272,43,43_88
655,31,1273,43,43_88
656,32,1274,43,43_88
657,33,1275,43,43_88
658,34,1276,43,43_88
659,35,1277,43,43_88
660,36,1219,43,43_88
661,37,1220,43,43_88
662,38,1221,43,43_88
663,39,664,43,43_88
664,40,665,43,43_88
665,41,666,43,43_88
666,42,667,43,43_88
667,43,668,43,43_88
668,44,614,43,43_88
669,45,615,43,43_88
670,46,616,43,43_88
671,47,617,43,43_88
672,48,618,43,43_88
673,49,619,43,43_88
674,50,675,43,43_88
675,51,1184,43,43_88
10245,1,4096,44,44_36
10246,2,4114,44,44_36
10247,3,4115,44,44_36
10248,4,4116,44,44_36
10249,5,4117,44,44_36
10250,6,4118,44,44_36
10251,7,4119,44,44_36
10252,8,4120,44,44_36
10253,9,4121,44,44_36
10254,10,4122,44,44_36
10255,11,4123,44,44_36
10256,12,3283,44,44_36
10257,13,3284,44,44_36
10258,14,3310,44,44_36
10259,15,3481,44,44_36
10260,16,3482,44,44_36
10261,17,3483,44,44_36
10262,18,3484,44,44_36
10263,19,3485,44,44_36
10264,20,3486,44,44_36
10265,21,3487,44,44_36
10266,22,3488,44,44_36
10267,23,3489,44,44_36
10268,24,3492,44,44_36
10269,25,2835,44,44_36
10270,26,7176,44,44_36
10271,27,2836,44,44_36
10272,28,2837,44,44_36
10273,29,2838,44,44_36
10274,30,2839,44,44_36
10275,31,2840,44,44_36
10276,32,2841,44,44_36
10277,33,2865,44,44_36
10278,34,2866,44,44_36
10279,35,2892,44,44_36
10280,36,2893,44,44_36
10281,37,2894,44,44_36
10282,38,2895,44,44_36
10283,39,2896,44,44_36
10284,40,2897,44,44_36
10285,41,2898,44,44_36
10286,42,3562,44,44_36
10287,43,2899,44,44_36
10288,44,884,44,44_36
10289,45,885,44,44_36
10290,46,886,44,44_36
10291,47,887,44,44_36
10292,48,2900,44,44_36
10293,49,2901,44,44_36
10294,50,2902,44,44_36
10295,51,2903,44,44_36
10296,52,1074,44,44_36
10297,53,6074,44,44_36
10298,54,5034,44,44_36
10299,55,793,44,44_36
11712,56,4529,44,44_36
10300,57,495,44,44_36
10301,58,400,44,44_36
10302,59,319,44,44_36
10303,60,278,44,44_36
10304,61,7615,44,44_36
10305,62,10,44,44_36
10306,63,12,44,44_36
10307,64,14,44,44_36
10308,65,15,44,44_36
10309,66,17,44,44_36
10310,67,18,44,44_36
10311,68,19,44,44_36
10312,69,21,44,44_36
10313,70,7602,44,44_36
10314,71,85,44,44_36
10315,72,203,44,44_36
10316,73,204,44,44_36
10317,74,205,44,44_36
10318,75,206,44,44_36
10319,76,207,44,44_36
10320,77,208,44,44_36
10321,78,209,44,44_36
10322,79,210,44,44_36
10323,80,1643,44,44_36
10324,81,7571,44,44_36
10325,1,7571,44,44_40
10326,2,207,44,44_40
10327,3,208,44,44_40
10328,4,209,44,44_40
10329,5,210,44,44_40
10330,6,211,44,44_40
10331,7,212,44,44_40
10332,8,213,44,44_40
10333,9,214,44,44_40
10334,10,4432,44,44_40
10335,11,119,44,44_40
10336,12,44,44,44_40
10337,13,7603,44,44_40
10338,14,45,44,44_40
10339,15,46,44,44_40
10340,16,47,44,44_40
10341,17,48,44,44_40
10342,18,49,44,44_40
10343,19,51,44,44_40
10344,20,52,44,44_40
10345,21,265,44,44_40
10346,22,271,44,44_40
10347,23,340,44,44_40
10348,24,350,44,44_40
10349,25,2809,44,44_40
10350,26,2810,44,44_40
10351,27,2811,44,44_40
10402,28,843,44,44_40
10403,29,1013,44,44_40
10404,30,1015,44,44_40
10405,31,2812,44,44_40
10406,32,2813,44,44_40
10352,33,2814,44,44_40
10353,34,852,44,44_40
10354,35,853,44,44_40
10355,36,854,44,44_40
10356,37,855,44,44_40
10357,38,2815,44,44_40
10358,39,2816,44,44_40
10359,40,2817,44,44_40
10360,41,2818,44,44_40
10361,42,2819,44,44_40
10362,43,2820,44,44_40
10363,44,2822,44,44_40
10364,45,2823,44,44_40
10365,46,5032,44,44_40
10366,47,2824,44,44_40
10367,48,2825,44,44_40
10368,49,2826,44,44_40
10369,50,2827,44,44_40
10370,51,2828,44,44_40
10371,52,2829,44,44_40
10372,53,2830,44,44_40
10373,54,2831,44,44_40
10374,55,2832,44,44_40
10375,56,2833,44,44_40
10376,57,7375,44,44_40
10377,58,3466,44,44_40
10378,59,3467,44,44_40
10379,60,3469,44,44_40
10380,61,3470,44,44_40
10381,62,3471,44,44_40
10382,63,3472,44,44_40
10383,64,3473,44,44_40
10384,65,3474,44,44_40
10385,66,3475,44,44_40
10386,67,3476,44,44_40
10387,68,3477,44,44_40
10388,69,3478,44,44_40
10389,70,3280,44,44_40
10390,71,3282,44,44_40
10391,72,3479,44,44_40
10392,73,4086,44,44_40
10393,74,4087,44,44_40
10394,75,4088,44,44_40
10395,76,4089,44,44_40
10396,77,4090,44,44_40
10397,78,4091,44,44_40
10398,79,6097,44,44_40
10399,80,4093,44,44_40
10400,81,4094,44,44_40
10401,82,4096,44,44_40
9828,1,2825,44B,44B_60
9829,2,2826,44B,44B_60
9830,3,2827,44B,44B_60
9831,4,2828,44B,44B_60
9832,5,2829,44B,44B_60
9833,6,2830,44B,44B_60
9834,7,2831,44B,44B_60
9835,8,2832,44B,44B_60
9836,9,2833,44B,44B_60
9837,10,6006,44B,44B_60
9838,11,3493,44B,44B_60
9873,12,3494,44B,44B_60
9874,13,3495,44B,44B_60
9875,14,3496,44B,44B_60
9876,15,3497,44B,44B_60
9877,16,3498,44B,44B_60
9878,17,3499,44B,44B_60
9879,18,3500,44B,44B_60
9880,19,3501,44B,44B_60
9881,20,3502,44B,44B_60
9882,21,3503,44B,44B_60
9839,22,3504,44B,44B_60
9840,23,3505,44B,44B_60
9841,24,3506,44B,44B_60
9842,25,3507,44B,44B_60
9843,26,3508,44B,44B_60
9844,27,3510,44B,44B_60
9845,28,3512,44B,44B_60
9846,29,3514,44B,44B_60
9847,1,3514,44B,44B_61
9848,2,3515,44B,44B_61
9849,3,3516,44B,44B_61
9850,4,3517,44B,44B_61
9851,5,3518,44B,44B_61
9852,6,3519,44B,44B_61
9853,7,3521,44B,44B_61
9854,8,3523,44B,44B_61
9855,9,3524,44B,44B_61
9856,10,3525,44B,44B_61
9857,11,3527,44B,44B_61
9858,12,3528,44B,44B_61
9859,13,3529,44B,44B_61
9860,14,3532,44B,44B_61
9861,15,3533,44B,44B_61
9862,16,3491,44B,44B_61
9863,17,6007,44B,44B_61
9864,18,2836,44B,44B_61
9865,19,2837,44B,44B_61
9866,20,2838,44B,44B_61
9867,21,2839,44B,44B_61
9868,22,2840,44B,44B_61
9869,23,2841,44B,44B_61
9870,24,2865,44B,44B_61
9871,25,2866,44B,44B_61
9872,26,2825,44B,44B_61
9573,1,2037,45A,45A_67
9574,2,2040,45A,45A_67
9575,3,3047,45A,45A_67
9576,4,3202,45A,45A_67
9577,5,3203,45A,45A_67
9578,6,3204,45A,45A_67
9579,7,3205,45A,45A_67
9580,8,3206,45A,45A_67
9581,9,3241,45A,45A_67
9582,10,3242,45A,45A_67
9583,11,3243,45A,45A_67
9584,12,3244,45A,45A_67
9585,13,3245,45A,45A_67
9586,14,3212,45A,45A_67
9587,15,3213,45A,45A_67
9588,16,3214,45A,45A_67
9589,17,3215,45A,45A_67
9590,18,3216,45A,45A_67
9591,19,3217,45A,45A_67
9592,20,3218,45A,45A_67
9593,21,3534,45A,45A_67
9594,22,3535,45A,45A_67
9595,23,3536,45A,45A_67
9596,24,3537,45A,45A_67
9597,25,3538,45A,45A_67
9598,26,7556,45A,45A_67
9599,27,3539,45A,45A_67
9600,28,3540,45A,45A_67
9601,29,3541,45A,45A_67
9602,30,3546,45A,45A_67
9603,31,3551,45A,45A_67
9604,32,3547,45A,45A_67
9605,33,3548,45A,45A_67
9606,34,3542,45A,45A_67
9607,35,3543,45A,45A_67
9608,36,3139,45A,45A_67
9609,37,4124,45A,45A_67
9610,38,4125,45A,45A_67
9611,39,4126,45A,45A_67
9612,40,4127,45A,45A_67
9613,41,4128,45A,45A_67
9614,42,4129,45A,45A_67
9615,43,4130,45A,45A_67
9616,44,4131,45A,45A_67
9617,45,7294,45A,45A_67
9618,46,4156,45A,45A_67
9619,47,4169,45A,45A_67
9620,48,4170,45A,45A_67
9621,49,4132,45A,45A_67
9622,50,4134,45A,45A_67
9623,51,4135,45A,45A_67
9624,52,4136,45A,45A_67
9625,53,4147,45A,45A_67
9626,54,5167,45A,45A_67
9627,55,4139,45A,45A_67
9628,56,4140,45A,45A_67
9629,57,7522,45A,45A_67
9630,58,4175,45A,45A_67
9631,59,5091,45A,45A_67
9632,60,5092,45A,45A_67
9633,61,6000,45A,45A_67
9883,1,4533,45A,45A_69
9884,2,4844,45A,45A_69
9885,3,4177,45A,45A_69
9886,4,4178,45A,45A_69
9887,5,4142,45A,45A_69
9888,6,4143,45A,45A_69
9889,7,4144,45A,45A_69
9890,8,5088,45A,45A_69
9891,9,5089,45A,45A_69
9892,10,4176,45A,45A_69
9893,11,4149,45A,45A_69
9894,12,3045,45A,45A_69
9895,13,4150,45A,45A_69
9896,14,4151,45A,45A_69
9897,15,2997,45A,45A_69
9898,16,4156,45A,45A_69
9899,17,4169,45A,45A_69
9900,18,4170,45A,45A_69
9901,19,4153,45A,45A_69
9902,20,4154,45A,45A_69
9903,21,4416,45A,45A_69
9904,22,4201,45A,45A_69
9905,23,4202,45A,45A_69
9906,24,4203,45A,45A_69
9907,25,5090,45A,45A_69
9908,26,4204,45A,45A_69
9909,27,4205,45A,45A_69
9910,28,4206,45A,45A_69
9911,29,3140,45A,45A_69
9912,30,3545,45A,45A_69
9913,31,3546,45A,45A_69
9914,32,3551,45A,45A_69
9915,33,3547,45A,45A_69
9916,34,3548,45A,45A_69
9917,35,3552,45A,45A_69
9918,36,3553,45A,45A_69
9919,37,3554,45A,45A_69
9920,38,3555,45A,45A_69
9921,39,3556,45A,45A_69
9922,40,3557,45A,45A_69
9923,41,3560,45A,45A_69
9924,42,7323,45A,45A_69
9925,43,3561,45A,45A_69
9926,44,3225,45A,45A_69
9927,45,3226,45A,45A_69
9928,46,3227,45A,45A_69
9929,47,3228,45A,45A_69
9930,48,3229,45A,45A_69
9931,49,7472,45A,45A_69
9932,50,3230,45A,45A_69
9933,51,3231,45A,45A_69
9934,52,3246,45A,45A_69
9935,53,3247,45A,45A_69
9936,54,7056,45A,45A_69
9937,55,3248,45A,45A_69
9938,56,3343,45A,45A_69
9939,57,3236,45A,45A_69
9940,58,3237,45A,45A_69
9941,59,3238,45A,45A_69
9942,60,3239,45A,45A_69
9943,61,3240,45A,45A_69
9944,62,3068,45A,45A_69
9945,63,3069,45A,45A_69
9946,64,3070,45A,45A_69
9947,65,4983,45A,45A_69
374,1,2039,46A,46A_67
375,2,2040,46A,46A_67
376,3,2041,46A,46A_67
377,4,2042,46A,46A_67
378,5,2043,46A,46A_67
379,6,2044,46A,46A_67
380,7,2045,46A,46A_67
381,8,2046,46A,46A_67
382,9,4568,46A,46A_67
383,10,4569,46A,46A_67
384,11,7658,46A,46A_67
385,12,4570,46A,46A_67
386,13,2056,46A,46A_67
387,14,2057,46A,46A_67
388,15,2058,46A,46A_67
389,16,2059,46A,46A_67
390,17,2060,46A,46A_67
391,18,2061,46A,46A_67
392,19,2062,46A,46A_67
393,20,2063,46A,46A_67
394,21,2064,46A,46A_67
395,22,2065,46A,46A_67
396,23,4727,46A,46A_67
397,24,4728,46A,46A_67
398,25,461,46A,46A_67
399,26,2068,46A,46A_67
400,27,2069,46A,46A_67
401,28,2070,46A,46A_67
402,29,2084,46A,46A_67
403,30,768,46A,46A_67
404,31,769,46A,46A_67
405,32,770,46A,46A_67
406,33,771,46A,46A_67
407,34,772,46A,46A_67
408,35,773,46A,46A_67
409,36,774,46A,46A_67
410,37,775,46A,46A_67
411,38,776,46A,46A_67
412,39,777,46A,46A_67
413,40,906,46A,46A_67
414,41,907,46A,46A_67
415,42,908,46A,46A_67
416,43,909,46A,46A_67
417,44,786,46A,46A_67
418,45,792,46A,46A_67
11713,46,401,46A,46A_67
419,47,320,46A,46A_67
420,48,7491,46A,46A_67
421,49,278,46A,46A_67
422,50,2,46A,46A_67
423,51,192,46A,46A_67
424,52,795,46A,46A_67
